4.03E-21	0	7.33E-21	4.76E-21	4.656697364	4.72E-02	2.184127763	0.330194637	2.402301741	2.21E-02	1.71E-02	2.71E-20	3.01E-03	0.304293976	1.54E-02	5.48E-02	3.09E-02	4.029937464	1.22E-02	0.216181287	1.75E-03	9.97E-05	2.16E-04	3.17E-05	2.42E-05	1.31E-05	4.93E-06	4.08E-06	1.67E-06	2.30E-05	1.67E-05	2.67E-05	2.55E-06
3.99E-21	0	7.26E-21	4.72E-21	4.805491026	5.00E-02	2.253307428	0.340231568	2.479036573	2.28E-02	3.62E-02	2.68E-20	3.29E-03	0.313552315	1.58E-02	5.66E-02	3.21E-02	4.160831212	1.26E-02	0.223467283	1.83E-03	1.05E-04	2.35E-04	3.26E-05	2.49E-05	1.35E-05	5.07E-06	4.20E-06	1.72E-06	2.36E-05	1.72E-05	2.75E-05	2.64E-06
3.95E-21	0	7.18E-21	4.67E-21	4.959610308	5.28E-02	2.324772004	0.351011638	2.558237841	2.35E-02	5.86E-02	2.66E-20	3.57E-03	0.323557659	1.63E-02	5.85E-02	3.33E-02	4.296220719	1.30E-02	0.230950809	1.91E-03	1.11E-04	2.53E-04	3.36E-05	2.57E-05	1.40E-05	5.23E-06	4.34E-06	1.78E-06	2.44E-05	1.77E-05	2.83E-05	2.74E-06
3.91E-21	0	7.11E-21	4.62E-21	5.121748439	5.56E-02	2.3998871	0.362724729	2.641261304	2.43E-02	8.28E-02	2.63E-20	3.85E-03	0.334475847	1.69E-02	6.04E-02	3.45E-02	4.438227209	1.34E-02	0.238695108	1.98E-03	1.16E-04	2.71E-04	3.46E-05	2.65E-05	1.44E-05	5.40E-06	4.49E-06	1.84E-06	2.53E-05	1.82E-05	2.92E-05	2.84E-06
3.86E-21	0	7.03E-21	4.57E-21	5.294316675	5.83E-02	2.480055899	0.375579038	2.729288386	2.51E-02	0.107533881	2.60E-20	4.14E-03	0.346353096	1.74E-02	6.25E-02	3.58E-02	4.589709408	1.38E-02	0.246846469	2.06E-03	1.22E-04	2.89E-04	3.57E-05	2.74E-05	1.49E-05	5.59E-06	4.66E-06	1.91E-06	2.62E-05	1.89E-05	3.01E-05	2.94E-06
3.82E-21	0	6.95E-21	4.51E-21	5.478789901	6.10E-02	2.565902455	0.38963129	2.823202479	2.60E-02	0.132326531	2.57E-20	4.43E-03	0.359134374	1.81E-02	6.47E-02	3.71E-02	4.75206325	1.43E-02	0.255502509	2.14E-03	1.27E-04	3.06E-04	3.70E-05	2.83E-05	1.55E-05	5.80E-06	4.85E-06	1.98E-06	2.72E-05	1.96E-05	3.12E-05	3.05E-06
3.77E-21	0	6.87E-21	4.46E-21	5.678033974	6.38E-02	2.6593679	0.404490238	2.924624064	2.70E-02	0.156827885	2.54E-20	4.73E-03	0.372763792	1.88E-02	6.71E-02	3.84E-02	4.928328412	1.49E-02	0.264769185	2.22E-03	1.33E-04	3.23E-04	3.84E-05	2.94E-05	1.60E-05	6.01E-06	5.03E-06	2.06E-06	2.82E-05	2.03E-05	3.23E-05	3.16E-06
3.73E-21	0	6.78E-21	4.41E-21	5.893964337	6.65E-02	2.76218479	0.419655878	3.03488628	2.81E-02	0.180916564	2.51E-20	5.04E-03	0.387033259	1.95E-02	6.97E-02	3.98E-02	5.12219184	1.55E-02	0.274735667	2.31E-03	1.38E-04	3.40E-04	3.99E-05	3.05E-05	1.67E-05	6.23E-06	5.21E-06	2.13E-06	2.92E-05	2.11E-05	3.35E-05	3.28E-06
3.68E-21	0	6.70E-21	4.35E-21	6.125762792	6.94E-02	2.873015611	0.434534274	3.153467317	2.92E-02	0.204589879	2.48E-20	5.36E-03	0.401589199	2.02E-02	7.25E-02	4.14E-02	5.331145478	1.61E-02	0.285402826	2.40E-03	1.44E-04	3.57E-04	4.14E-05	3.17E-05	1.74E-05	6.43E-06	5.38E-06	2.20E-06	3.01E-05	2.18E-05	3.48E-05	3.41E-06
3.64E-21	0	6.61E-21	4.30E-21	6.368485305	7.24E-02	2.989165842	0.448640399	3.278346476	3.04E-02	0.227933241	2.45E-20	5.69E-03	0.41585648	2.09E-02	7.54E-02	4.30E-02	5.550589394	1.67E-02	0.296619341	2.50E-03	1.50E-04	3.75E-04	4.28E-05	3.28E-05	1.81E-05	6.63E-06	5.53E-06	2.26E-06	3.10E-05	2.26E-05	3.61E-05	3.55E-06
3.59E-21	0	6.53E-21	4.24E-21	6.613519034	7.55E-02	3.106240521	0.461701024	3.405306712	3.16E-02	0.251121005	2.41E-20	6.04E-03	0.429477102	2.16E-02	7.85E-02	4.47E-02	5.771840061	1.74E-02	0.308144027	2.60E-03	1.57E-04	3.93E-04	4.42E-05	3.38E-05	1.88E-05	6.81E-06	5.67E-06	2.32E-06	3.17E-05	2.33E-05	3.75E-05	3.69E-06
3.36E-21	0	6.12E-21	3.98E-21	6.85316987	7.87E-02	3.220350884	0.473645975	3.530207227	3.28E-02	0.27437092	2.26E-20	6.41E-03	0.442162742	2.21E-02	8.14E-02	4.64E-02	5.987319156	1.80E-02	0.319675243	2.71E-03	1.63E-04	4.12E-04	4.55E-05	3.48E-05	1.95E-05	6.97E-06	5.80E-06	2.37E-06	3.24E-05	2.39E-05	3.87E-05	3.84E-06
3.11E-21	0	5.67E-21	3.68E-21	7.079449672	8.20E-02	3.327191227	0.484181295	3.648828623	3.39E-02	0.297940922	2.10E-20	6.78E-03	0.453707104	2.27E-02	8.43E-02	4.82E-02	6.189566687	1.86E-02	0.330918382	2.82E-03	1.70E-04	4.31E-04	4.67E-05	3.57E-05	2.02E-05	7.11E-06	5.91E-06	2.42E-06	3.30E-05	2.45E-05	3.99E-05	3.99E-06
1.91E-05	0	5.24E-21	3.41E-21	7.28806871	8.55E-02	3.42488932	0.493355663	3.758780598	3.49E-02	0.322109724	1.94E-20	7.16E-03	0.464031621	2.32E-02	8.69E-02	5.00E-02	6.374708124	1.92E-02	0.341522483	2.93E-03	1.77E-04	4.51E-04	4.77E-05	3.65E-05	2.08E-05	7.23E-06	6.00E-06	2.46E-06	3.35E-05	2.50E-05	4.10E-05	4.13E-06
4.99E-05	0	4.84E-21	3.15E-21	7.47684077	8.89E-02	3.51289042	0.501075338	3.858383033	3.58E-02	0.347090715	1.98E-04	7.55E-03	0.473096439	2.36E-02	8.92E-02	5.16E-02	6.541543673	1.97E-02	0.351314534	3.03E-03	1.85E-04	4.71E-04	4.86E-05	3.72E-05	2.13E-05	7.32E-06	6.06E-06	2.49E-06	3.38E-05	2.55E-05	4.20E-05	4.26E-06
